1,"How to Cultivate Resilience During the Pandemic Living in the pandemic means not knowing what the next day will bring and not knowing how or when it will all end and whether or not our loved ones will make it through safely. Getting through the pandemic requires cultivating resilience which is the abili…"
1,"How We're Coping With the Pandemic Everyone at Lifehacker—along with the rest of the world—is now hunkered down at home trying to make sense of this new (temporary) normal. So this week each of us recorded audio from our lives to provide a glimpse of what we’re up to. From learning how to wor…"
1,"Toddler Tantrums: A Pandemic Survival Guide Parenting young children is hard enough. Parenting young children during this pandemic is a whole new level of difficult. Between juggling work child care and the worries brought on by a rapidly spreading disease and rapidly crashing economy parents are str…"
1,"Toddler Tantrums: A Pandemic Survival Guide Parenting young children is hard enough. Parenting young children during this pandemic is a whole new level of difficult. Between juggling work child care and the worries brought on by a rapidly spreading disease and rapidly crashing economy parents are str…"
1,"Check Out Elmo's Pandemic 'Playdate' Special The pandemic is a scary and confusing time for even the most grown rational and aware among us. Imagine how jarring it must be for toddlers who used to go to daycare and Grandma’s house and the library and now... everybody lives in the computer. Luckily th…"
1,"Tell Us Your Best Pandemic Parenting Hacks Have we reached the point in the coronavirus crisis where we’re actually starting to get a little better at pandemic parenting? Many of us have been at this for several weeks now and have in all seriousness gone through many—if not all—of the stages of grie…"
1,"How Should Airlines Change Post-Pandemic? We’re heading into another week of travel restrictions lockdowns and searching out more creative ways to get comfortable with staying home around the clock. Yet as hard as it may be to believe we will eventually return to something like normal life. We’ll e…"
1,"This Pandemic Is Perilously Boring It's far from being the most important source of human suffering. But the rapid spread of boredom across the world is a crisis of its own."
1,"Amazon extends return window amid coronavirus pandemic Amazon is temporarily extending its return policy window to help its customers during the coronavirus crisis. If you live in the US or Canada you now have until May 31st to return any products you buy between now and April 30th through Amazon or one of the c…"
1,"How to Access Reproductive Healthcare During a Pandemic Staying safe during a pandemic raises a lot of questions about if and when a doctor’s visit is necessary—and if it is what additional measures patients need to take to safeguard themselves. Office visits are now complicated by both the risk of exposure to CO…"
1,"What Bad Habits Have You Picked Up During the Pandemic? We’re coming up on the end of another week of physical distancing and sheltering in place—and for some of us that means another week of heightened anxiety unclear routines and new bad habits. Read more..."
1,"Should Your Kid Wear a Mask During the Pandemic? In the past week we’ve all had to mentally shift  from the “you don’t need a mask save them for the professionals” mindset to the CDC’s newest recommendation that we should indeed be wearing “cloth face coverings” whenever we leave the house. When a famil…"
1,"Where to Find Free Mental Health Resources During the Pandemic If you feel like you’re struggling with your mental health you’re not alone. Many of us are dealing with profound uncertainty and unanticipated stress whether we’re worried about our health our finances our families or how we’re going to make it through …"
1,"How Your Family Can Volunteer During the Pandemic Right now you and your family are on your own little Gilligan’s Island. It was supposed to be a three-hour tour but thanks to COVID-19 you and your crew will be stranded for at least a few more weeks. Just like the merry castaways you are probably feeling…"
1,"How to Navigate Child Custody During the Pandemic Co-parenting with an ex-partner can be trying in the most normal of times; co-parenting when the very transfer of your kids can mean exposure for them—or you—to the coronavirus is a whole new level of challenging. Read more..."
1,"Improve your pandemic Passover with a candy seder plate When I first started thinking about Passover stories to write this year I was torn. After all every year most major outlets usually make some attempt to acknowledge the holiday usually with recipes that promise fully authentic old-school Bubbe nostalgia h…"
1,"How to Get Health Insurance During the Coronavirus Pandemic Recent world events may have led you to believe that this would be a bad time to not have health insurance right now. And while we can’t judge your individual need for insurance we can probably say that in general you should think about getting coverage. Re…"
1,"Tour de France set to be postponed amid coronavirus pandemic The Tour de France looks set to be postponed following the French government's decision to extend a ban on mass gatherings until mid-July."
1,"Coronavirus: Bolsonaro fires health minister over pandemic response The Brazilian president and the minister had publicly clashed over his response to the pandemic."
1,"Indy 500 postponed until August because of coronavirus pandemic The Indianapolis 500 the USA's most prestigious race is postponed until 23 August as a result of the coronavirus pandemic."
1,"Coronavirus: Chinese explorers start Everest climb amid pandemic China has limited climbs to its nationals while Nepal has cancelled all expeditions."
1,"Coronavirus: Is pandemic being used for power grab in Europe? Some of Europe's leaders stand accused of taking advantage of a health crisis."
1,"World Rugby launches £80m relief fund amid coronavirus pandemic World Rugby commits $100m (£80m) to help support the global game through the coronavirus pandemic while exploring the possibility that international rugby may not return until 2021."
1,"Coronavirus: India's bailout may not be enough to save economy The pandemic has come as a devastating blow to an already slowing economy."
1,"Bill Gates: Few countries will get 'A-grade' for coronavirus response The Microsoft billionaire says we find ourselves in uncharted territory with the coronavirus pandemic."
1,"First four Classics of season postponed including Derby Racing's first four Classics of the season - including the Derby at Epsom - have been postponed because of the coronavirus pandemic."
1,"Doctors and coronavirus: ‘How can we not be afraid?’ Health workers are paying a heavy cost in the coronavirus pandemic - here are some of their stories."
1,"Rogers Cup: WTA Tour event postponed until August 2021 The women's section of the Rogers Cup is postponed for a year because of the coronavirus pandemic."
1,"Coronavirus row helps topple Kosovo government The ruling coalition implodes over differences on how to fight the pandemic with no clear way forward."
1,"Coronavirus: Putting the spotlight on the global wildlife trade Conservation experts say the pandemic is a watershed moment for curbing global wildlife trade."
1,"Will we ever take cruise holidays again? The cruise line industry faces a long journey back from the coronavirus pandemic."
1,"Virus could push half a billion people into poverty UN research warns the coronavirus pandemic could put a further 8% of world's population in poverty."
1,"Coronavirus: What's the latest with Brexit and other big stories? From Brexit to Syria what else is happening as the global pandemic dominates the agenda?"
1,"Coronavirus: India's circuses struggle to survive the lockdown Already a dying art form the pandemic could bring the curtain down on circuses forever."
0,"Safari Is Now the Best Browser for Blocking Third-Party Tracking Yesterday’s release of Safari 13.1 introduces stricter third-party cookie blocking features that prevents websites from identifying Safari users and tracking their web activity. This means Apple’s default web browser is now the best choice for stopping third-…"
0,"You Should Waffle Leftover Mac and Cheese Waffling carbs is almost always a great idea. After all the original waffle—you know the flour-based thing made with batter—is one of the greatest carbs ever invented so it’s no surprise that other wheat-based foods would take well to this cooking method. …"
0,"What to Stream Tonight March 30 2020 Looking for something to watch tonight? Read more..."
0,"Add a News Ticker to Your Desktop With the Windows News Bar Keeping up with the news is important but unless you’re rocking a news aggregation app it can be hard to catch up on the most important news of the day without coming through multiple publications’ homepages. Luckily Windows users can try out Microsoft’s n…"
0,"How Do I Access My Work Passwords From My Home Devices? What a week we’ve had! It feels like it’s still Monday but maybe that’s just me. We’ve helped figure out cable modems and ISP speeds; how to set up your work laptop with your monitor at home; talked about why your work laptop stinks at wireless networking; a…"
0,"What's Coming to Prime Video in April 2020 April is just around the corner and along with it will arrive dozens of new movies and television shows on Prime Video. Read more..."
0,"You Can Get a Refurbished iPhone for $119 Today The online reseller Woot tends to hold generous sales on refurbished Apple devices but today’s deal on refurbished iPhone 7 8 XR SX and XS Max devices might be one of the best you’ll see for a while. Almost all of the available devices are on sale for hu…"
0,"How to 'Co-Watch' Instagram With Your Friends in a Video Chat Since we’re all living in a video-chat world nowadays Instagram has rolled out a new feature that makes it easy for you and those you’re conferencing with on the service to enjoy the best and worst of the social site together. Without breaking your video c…"
0,"You Can Access Fender's Online Guitar Lessons For Free Right Now If you’re using your time physical distancing to learn guitar Fender is offering free guitar bass and ukulele lessons to the first 500000 people to sign up for Fender Play. It’s a free trial but you don’t have to handle over any payment details to get ac…"
0,"Delete These Malware-Filled Android Apps Aimed at Kids Once again a batch of Android apps managed to make their way onto the Google Play Store and infect more than one million devices with malware. I don’t mean to be glib about it; it’s a problem and it’s happening with enough frequency and affecting enough pe…"
